data,autor,partido,uf,discurso
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Perfeito. Deputados, vamos encerrar esta questão, porque isso aqui não é deliberação. Vamos falar sobre isso na minha sala depois. Ordem do Dia. Item nº 1. Proposta de Emenda à Constituição nº 6, de 2019, do Poder Executivo, que modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências. Há sobre a mesa requerimento para retirada de pauta. Requerimento nº 1, Deputada Sâmia Bomfim. Requerimento nº 2, Deputada Maria do Rosário e Deputado Alencar Santana Braga. Requerimento nº 3, Deputado Pompeo de Mattos. Requerimento nº 4, Deputado Afonso Motta. Requerimento nº 5, subscrito pelos Deputado Luiz Flávio Gomes, João H. Campos, Cássio Andrade e Gervásio Maia. Para encaminhar a favor do requerimento, pelo prazo de 5 minutos, tem a palavra a Deputada Sâmia Bomfim."
09/04/2019,SÂMIA BOMFIM,PSOL,SP,"Sr. Presidente, a PEC apresentada pelo Governo, a PEC da Reforma da Previdência, é muito incompatível com algumas cláusulas pétreas da nossa Constituição. Em primeiro lugar, de acordo com o próprio Vice-Presidente do Supremo Tribunal Federal, Ministro Luiz Fux, os princípios contribuitivo e solidário da nossa Previdência Social são cláusulas pétreas da Constituição. Por isso, não poderiam ser alterados por esta Câmara. Reunião de: 09/04/2019 Em segundo lugar, fere o princípio da segurança jurídica, tendo em vista que muitos itens, praticamente todos, que alteram a lógica da Previdência Social atual são passados para uma proposta de lei complementar, quando todos deveriam ser enquadrados como alterações constitucionais, o que são. Fere o princípio da segurança jurídica, trazendo insegurança para os trabalhadores brasileiros. Por isso, não deveria ser votada da forma como foi apresentada. Em terceiro lugar, a PEC também viola a cláusula pétrea que determina a vedação do retrocesso social, tendo em vista que milhões de trabalhadores brasileiros não terão sequer direito àquilo que hoje é um direito social, a aposentadoria. De acordo com a proposta apresentada, eles terão que individualmente se virar para garantir, ou não, o direito à aposentadoria. Sr. Presidente, na última semana, o Ministro Paulo Guedes teve a oportunidade de explicar a esta Comissão de Constituição e Justiça e ao povo brasileiro que, na verdade, essa proposta poderia ser justa, que essa proposta é factível e que melhoraria a vida do povo e a economia brasileira. No entanto, o Ministro teve uma postura provocadora e mostrou pouquíssima qualidade na discussão. Várias perguntas foram feitas, às quais até agora o Governo não respondeu. E eu duvido que algum membro do Governo tenha condição de respondê-las. A primeira delas é esta: quais são os custos para a transição do atual modelo de repartição para o modelo de capitalização, tendo em vista que os trabalhadores não mais contribuiriam para o atual modelo? O Presidente e o Ministro não respondem, tampouco a base do Governo, tendo em vista que sabem que o gasto seria muito maior do que o 1 trilhão de reais que eles dizem que vão economizar. Também não nos apresentaram nenhum cálculo atuarial que justifique esse suposto 1 trilhão de reais de economia. Ao mesmo tempo, são confrontados por uma série de especialistas e economistas que mostram que 75% dessa suposta economia, na verdade, seriam descarregados sobre trabalhadores que ganham até dois salários mínimos. E o Governo ainda tem a cara de pau de dizer que é um projeto que combate privilégios. Na verdade, isso é uma postura desrespeitosa com o povo brasileiro e com o povo trabalhador, que trabalha ao longo de sua vida. E agora vem um sujeito que é representante dos banqueiros, que inclusive está sendo investigado por má administração de fundos de pensão, e vem com uma postura corporativista, porque representa os setores que mais seriam beneficiados por um modelo de capitalização. Sr. Presidente, o modelo de capitalização está sendo revisto em 15 países nos quais foi implementado, porque os Governos dos países não têm condições de arcar com seus custos de transição. Por exemplo, no Chile Š do qual o Sr. Paulo Guedes tanto gosta, porque trabalhou para aquela ditadura sanguinária, que matou mais de 60 mil pessoas Š, ainda hoje se pagam os custos de transição. São 2,5% do PIB, que até hoje, 37 anos depois, a sociedade chilena é obrigada a bancar. Pior do que isso, é obrigada a bancar sem que haja a garantia de aposentaria para os idosos, tendo em vista que mais da metade daqueles idosos estão em condições de miséria, porque ganham menos de um salário mínimo. Aliás, o Chile é o País que tem o maior índice de idosos que se suicidam em toda a América Latina, porque foi essa a escolha daquele ditador naquela época na qual o Sr. Paulo Guedes e o Sr. Bolsonaro se inspiram para atacar a aposentadoria dos trabalhadores brasileiros. Por isso, é impossível que esta Câmara aprove o modelo de capitalização. Ele não garante que os trabalhadores tenham direito à aposentadoria no futuro; cria, sim, um rombo orçamentário gigantesco no País, tendo em vista que seus custos de transição são muito maiores do que o suposto 1 trilhão de reais de economia; e acaba com aquilo que é uma cláusula pétrea da Constituição: o direito à aposentadoria, o direito à seguridade social. Os cálculos que a base do Governo veio apresentar Š de que mais da metade do Orçamento é destinada à Previdência Š ele não tem nem condições de apresentar, pois, na verdade, não chega nem a 13% do Orçamento Geral esse gasto. O que nós deveríamos combater, na verdade, é o orçamento que já vai para os banqueiros, e eles querem aumentá-lo ainda mais. Por isso nós apresentamos o requerimento de retirada de pauta: porque é absolutamente inconstitucional a proposta. Obrigada, Presidente."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Para encaminhar contra o requerimento, concedo a palavra ao Deputado Gilson Marques."
09/04/2019,GILSON MARQUES,NOVO,SC,"Sr. Presidente, nós vamos encaminhar contra o requerimento porque o Brasil está, sim, no cheque especial, e nós precisamos resolver esse furo. Não vejo soluções para resolvermos o problema da Previdência. Qual seria a solução, então? Imprimir dinheiro? Vai gerar inflação. Vamos deixar as pessoas fazerem empréstimo? O Governo fazer empréstimo? Vamos aumentar os impostos? Todas as soluções são piores do que fazer a reforma da Previdência. E esse papo de dizer que é inconstitucional não cola. O art. 201 da Constituição Federal diz que existe a necessidade de haver um equilíbrio atuarial entre despesa e gasto. Reunião de: 09/04/2019 Além disso, a reforma precisa combater as desigualdades, justamente o que consta lá no art. 3º da Constituição Federal, porque hoje nós temos 40 milhões de pessoas que recebem aposentadoria ou são pensionistas, das quais apenas 1 milhão de pessoas recebem 200 bilhões de reais da Previdência, dos 720 bilhões que se gastam, enquanto outros 30 milhões de pessoas recebem só 1.450 reais, em média. Existe uma grande transferência de riqueza da classe mais pobre para a classe mais rica. E corporativistas, Deputada, são os funcionários públicos que recebem essa grande fatia: os auditores fiscais, os juízes, os promotores, que se aposentam com valores superiores a 25 mil reais, 26 mil reais. Sabe quem paga a conta? São as pessoas que trabalham lá na base, que contribuem por 1.400 reais. Aí, eu escuto discurso assim:  Ah, mas o Governo que pague a conta!  Gente, o Governo não cria riqueza. Quem cria riqueza, quem produz são as pessoas. Ninguém do Estado, nenhum político vai botar a farda e vai capinar, ou vai ser motorista, ou vai ser servente. Quem cria riqueza são as pessoas; quem paga as altas aposentadorias são os funcionários, são os empregados. É, sim, essa a classe que vai mais penar e sofrer se não houver reforma, e é isso que nós queremos dizer. Ayn Rand diz que nós até podemos ignorar a realidade, mas não podemos ignorar as consequências dessa realidade. E a realidade de hoje é matemática: nós precisamos fazer um equilíbrio de contas. Isso, sim, é um combate ao retrocesso social, o que é mais um princípio constitucional. O que nós temos é um avanço social, porque nós, os políticos, assim como todos os outros, também precisamos nos aposentar no regime geral, com 5.800 reais de teto. Porque nós temos uma previdência especial, nós não vamos fazer a reforma? É corporativismo de quem? Ah! porque o banqueiro...  O que o banqueiro tem a ver com essa reforma? Não tem nada a ver! E mesmo que fossem eles a ter lucro, qual é o problema de se ter lucro? Eu gostaria que todo mundo tivesse lucro. Esse é o ponto. Se se taxar os bancos, o que vai acontecer? É uma ilusão muito grande achar que o dinheiro e a taxação vão sair do lucro. O banco vai repassar para os consumidores. A mesma coisa vai acontecer se se imprimir dinheiro; a mesma coisa, se se aumentarem os tributos: sempre a parte mais baixa da população é que vai pagar a conta. E já está pagando. É por isso que tem 720 bilhões de gasto lá, 300 bilhões de déficit. É muito interessante, porque todo mundo quer viver à custa do Estado, mas se esquece de que o Estado vive à custa de todos Š essa frase é de Frederic Bastiat. E me incomoda muito que a classe mais rica, na hora em que se aposenta com altos salários, venha dizer que quem vai pagar a conta são os pobres. Mas não; eles, os cooperativistas, os funcionários públicos de altos salários é que não querem perder as aposentadorias. Se fosse para combater o pobre, já teria sido aprovada a reforma, porque os pobres é que não têm corporativismo aqui dentro do Congresso. A prova disso é que se aprovou a anistia para partidos políticos, de dívidas, mas, agora, para se aprovar uma reforma da Previdência, a fim de que todo mundo receba igual, fica todo mundo de mi-mi-mi. Portanto, nós somos contra esse pedido e nos manifestamos veementemente para que isso seja discutido, para que o Brasil volte a crescer e para que essa conta seja paga por todos, de maneira igual."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Peço que conclua, Deputado Gilson Marques."
09/04/2019,GILSON MARQUES,NOVO,SC,Isso é que é justo. Muito obrigado.
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Presidente, tenho uma questão de ordem, com base nessa observação."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Com base em que artigo, Deputada?"
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"No art. 4, I, do Código de Ética Parlamentar, e no mesmo artigo de que V.Exa. se utilizou agora para tratamento igual a todos os Parlamentares. A bancada do PT considera que há um tratamento desigual na formação da Mesa. V.Exa. respondeu a uma questão de ordem do Deputado Pompeo de Mattos sobre as dificuldades da formação da Mesa oficial, mas isso não nos exime de termos uma Mesa na qual todas as representações da Oposição estejam colocadas. Não podemos continuar convivendo com esse estado de coisas. Como não há lugar para todos e todas à mesa, é natural e adequado que as pessoas ocupem os lugares nas bancadas, e o Presidente e sua assessoria técnica utilizem a mesa de trabalhos principal. Obviamente, Sr. Presidente, não nos posicionamos contra qualquer um se dirigir à Mesa para dialogar.  (Palmas.) Mas eu não reivindico... Eu estou no meu tempo, Sr. Presidente?  (Pausa.) Reunião de: 09/04/2019 Não se trata, senhores, de medida jocosa ou secundária. Trata-se da igualdade de princípio entre todos e todas. Aliás, Sr. Presidente, esse aspecto deve ser observado..."
09/04/2019,DANIEL SILVEIRA,PSL,RJ,"Foi cedida cadeira para V.Exa., Deputada. Duas cadeiras."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Eu lamento que os colegas, talvez alguns ligados ao Governo, não tenham o mesmo apreço pelo Parlamento. Eu tenho extremo apreço pelo Parlamento. Sou uma estudiosa dos temas do Parlamento e acredito que, quando nós defendemos aqui a igualdade entre todos e todas nós, defendemos inclusive um sentido das nossas relações que é adequado no tratamento. Não gosto de brincadeiras quando falo, porque também não brinco quando os demais falam. As questões que estão sendo levantadas aqui não são secundárias. Elas criam um rito de trabalho. O Parlamento vive pelos seus ritos. O Parlamento vive pela sua organização. E a democracia é constituída de regras instituídas. Sr. Presidente, eu não me sinto contemplada pelos colegas se levantarem da mesa. Eu me sentirei contemplada quando V.Exa. estiver trabalhando sem importunações permanentes do Governo, sem que eles estejam pressionando os trabalhos desta Comissão, como se o Presidente fosse seu. O Presidente não é do Governo ou da Oposição; o Presidente é da Comissão, e V.Exa. deve tratar todos os colegas aqui com igual apreço, consideração Š como o faz. Mas também, senhores e senhoras, observo que talvez nem todos queiramos ser gravados para além das lentes da Câmara dos Deputados, que as mantem aqui, porque não é postura e decoro daquela Deputada que utiliza ali a tribuna de honra, ao lado do Presidente da Câmara, em gravações que certamente nos desonram, porque nós não somos aqui... (Desligamento automático do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputada Maria do Rosário, os 3 minutos já foram. Considero improcedente a questão de ordem. A Mesa está à disposição de qualquer Parlamentar desta Casa que queira conversar, que queira se sentar à mesa. A Mesa é composta hoje estritamente por mim e pela Deputada Bia Kicis, que é a minha 1ª Vice-Presidente. No entanto, está à disposição da Oposição, dos independentes ou da base do Governo. É a uma liberalidade nossa e questão que depende da vontade do Deputado. (Intervenção fora do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Sra. Deputada, V.Exa. já encerrou os 3 minutos. Já decidi a questão de ordem. Eu já decidi. Com a devida vênia, eu já decidi."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,V.Exa. está mal influenciado.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Não estou mal influenciado, Deputada. (Intervenção fora do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Vamos para o encaminhamento. Orientação de bancada.
09/04/2019,ERIKA KOKAY,PT,DF,"Peço a palavra para uma questão de ordem, Sr. Presidente."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Como vota o bloco PP/PSD?
09/04/2019,ERIKA KOKAY,PT,DF,"Peço a palavra para uma questão de ordem, Sr. Presidente."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Com base em que artigo, Deputada?  (Pausa.)"
09/04/2019,MARIA DO ROSÁRIO,PT,RS,Eu vou recorrer inclusive ao Conselho de Ética sobre isso.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Perfeito.
09/04/2019,ERIKA KOKAY,PT,DF,"Sr. Presidente, a minha questão difere da questão apresentada pela Deputada Maria do Rosário em alguns aspectos. Observando o art. 39, nós vamos ver:  As Comissões terão 1 (um) Presidente e 3 (três) Vice-Presidentes, eleitos por seus pares, com mandato até a posse dos novos componentes eleitos no ano subsequente (...) . V.Exa. foi muito duro com a Deputada Gleisi Hoffmann ao dizer que S.Exa. não tinha o direito de solicitar um esclarecimento. Portanto, V.Exa. não teve esse caráter, que acabou de externar, de que qualquer um poderia ocupar a Reunião de: 09/04/2019 mesa desta sessão, porque não permitiu que a Deputada Gleisi Hoffmann solicitasse um esclarecimento, o que deveria ser direito de todos os Parlamentares. V.Exa. coloca a Mesa como se houvesse um circo macabro para bater palmas contra a vontade do povo brasileiro e a favor da retirada dos direitos do povo brasileiro, para poder jogar uma capitalização na mão dos banqueiros e reafirmar um País que está na mão do rentismo. V.Exa. permite que pessoas que não fazem parte da Comissão de Constituição e Justiça ocupem a mesa dos trabalhos desta sessão. Veja como não é possível V.Exa. ter dois pesos e duas medidas!"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Sra. Deputada...
09/04/2019,ERIKA KOKAY,PT,DF,Veja como V.Exa. não tem o mesmo olhar amistoso.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Não, espere aí. V.Exa..."
09/04/2019,ERIKA KOKAY,PT,DF,Parece o poema de Augusto dos Anjos: a mão que apedreja o povo brasileiro e o contraponto às posições divergentes... (O microfone é desligado.)
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputada, V.Exa. fugiu da questão de ordem. V.Exa. começou a fazer a sua questão de ordem com base no art. 39, muito parecida com a questão de ordem do Deputado Pompeo de Mattos. No entanto, V.Exa. se desviou do art. 39, começou a falar sobre uma questão incidental, da Deputada Gleisi Hoffmann. Eu decidi não conferir questão de ordem nem reclamação porque ela não era membro àquele momento. No entanto, com a transferência da vaga do Deputado Nelson Pellegrino para a Deputada Gleisi, agora ela é membro da Comissão. A questão de ordem está decidida, Deputada. V.Exa. fugiu da questão de ordem e não a embasou. (Intervenções fora do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,V.Exa. fugiu da questão de ordem. (Intervenções fora do microfone.)
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Não tem conexão com o art. 39, Deputada. Deputados, vamos à orientação de bancadas. Como vota o Bloco PP/PSD/MDB/DEM/PTB?"
09/04/2019,ERIKA KOKAY,PT,DF,Permita que eu conclua a minha questão de ordem.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputadas, por favor. Vamos retomar os trabalhos. (Intervenções fora do microfone.)"
09/04/2019,DARCI DE MATOS,PSD,SC,"Sr. Presidente, essa pauta é vencida. (Intervenção fora do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputada, a questão de ordem já foi respondida. (Intervenções fora do microfone.)"
09/04/2019,JOÃO ROMA,PRB,BA,"Quero encaminhar pelo PRB, Sr. Presidente. (Intervenções fora do microfone.)"
09/04/2019,ERIKA KOKAY,PT,DF,V.Exa. cortou a minha palavra. (O microfone é desligado.)
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Deputadas... (Intervenções fora do microfone.)
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Deputadas...
09/04/2019,DARCI DE MATOS,PSD,SC,"Sr. Presidente, esta pauta é vencida. Vamos tocar a reunião, Sr. Presidente! Reunião de: 09/04/2019 (Intervenções fora do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputadas, fiquem tranquilas. (Intervenções fora do microfone.)"
09/04/2019,DARCI DE MATOS,PSD,SC,"Politizou a questão de ordem, Sr. Presidente. (Intervenções fora do microfone.)"
09/04/2019,ARTHUR OLIVEIRA MAIA,DEM,BA,"Quero encaminhar o voto, Sr. Presidente."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,Art. 57. (Intervenções fora do microfone.)
09/04/2019,ERIKA KOKAY,PT,DF,Peço 1 minuto para concluir a questão de ordem.
09/04/2019,DARCI DE MATOS,PSD,SC,"Politizou a questão de ordem, Sr. Presidente!"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Isso. Vamos dar uma acalmada, uma relaxada."
09/04/2019,ERIKA KOKAY,PT,DF,"Estamos calmos. Estamos calmos, mas deveríamos estar absolutamente indignados."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputada Erika Kokay, V.Exa. tem 30 segundos para entrar na questão do art. 39, porque não entrou."
09/04/2019,ERIKA KOKAY,PT,DF,Um minuto e 30 segundos foi o tempo pelo qual V.Exa. me silenciou e me cassou a palavra.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Então V.Exa. tem 30 segundos para concluir a questão de ordem.
09/04/2019,ERIKA KOKAY,PT,DF,Um minuto e 30 segundos foi o tempo que V.Exa. me arrancou.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Mas entre na questão do art. 39, que eu não ouvi."
09/04/2019,ERIKA KOKAY,PT,DF,V.Exa. capturou.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Rapidamente, Deputada."
09/04/2019,ERIKA KOKAY,PT,DF,"Eu vou dizer, Sr. Presidente,..."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Sr. Presidente, eu tenho uma questão de ordem..."
09/04/2019,ERIKA KOKAY,PT,DF,"Art. 39. V.Exa. não poderia permitir que nós tivéssemos, nos trabalhos de direção desta Comissão e desta sessão, que carrega extrema relevância para o povo brasileiro, pessoas que nem compõem a própria CCJ. É como se aqui nós estivéssemos retirando a soberania desta Comissão. Há necessidade de fala da construção de um Poder que é plural. O Poder Legislativo é plural. Essa é a questão de ordem."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Perfeito. Questão de ordem provida, Deputada. Qual é o artigo, Deputada Maria do Rosário?"
09/04/2019,ARTHUR OLIVEIRA MAIA,DEM,BA,"Quero encaminhar, Sr. Presidente."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,Sr. Presidente...
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputada Maria, acredito que seja a mesma questão."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,Não é a mesma.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Art. 57. Qual é o artigo? Qual é o embasamento?
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Art. 57, inciso XIX, como eu disse a V.Exa.  nenhuma irradiação ou gravação poderá ser feita dos trabalhos das Comissões sem prévia autorização do seu Presidente, observadas as diretrizes fixadas pela Mesa. Reunião de: 09/04/2019 Há um código de ética que estabelece que as gravações são feitas através da  TV Câmara  e que os Parlamentares devem assentir com as gravações, não podendo, portanto, haver  fake news  ou formação indevida da imagem dos Parlamentares. Eu pergunto aos Parlamentares da Mesa se fomos gravados. Preciso da resposta. Peço a V.Exa. Eu me dirijo exclusivamente a V.Exa., para que os Deputados que estão à Mesa digam se gravaram, porque eu vou representar junto ao Conselho de Ética. Nós não somos o  Big Brother . Nós somos uma Comissão da Câmara dos Deputados."
09/04/2019,DANIEL SILVEIRA,PSL,RJ,"Figura pública em local público. Não existe exposição de imagem, Deputada."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Nós somos uma Comissão da Câmara dos Deputados. Nós somos a Comissão de Constituição e Justiça. Se uma Deputada não tem noção do que é decoro Š permitam-me, senhoras e senhores Š, não posso permitir que alheios aos trabalhos aqui tumultuem os trabalhos. Sr. Presidente, a minha pergunta é objetiva: a Deputada que está ao seu lado, e o Deputado ao lado dela, que dirigiram seus celulares para estas Parlamentares e que vão usar as gravações nas suas páginas de  fake news , gravaram estas Parlamentares? Eu quero ouvir sim ou não, porque Parlamentar não pode mentir. V.Exa. pode fazer a pergunta?"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Excelência...
09/04/2019,MARIA DO ROSÁRIO,PT,RS,V.Exa. vai fazer a pergunta?
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Não. Vou responder a V.Exa. Vou responder à questão de ordem.
09/04/2019,MARIA DO ROSÁRIO,PT,RS,Porque eu pediria apenas que deletasse... (O microfone é desligado.)
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputada, a mim compete responder à questão de ordem. É uma questão individual, de cada Parlamentar. Eu vi V.Exa., em sessões anteriores, também gravando. Não vou tolher esse direito de nenhum Parlamentar. E, se for questão de autorização, eu autorizo qualquer Deputado a utilizar seu celular. Pronto. Está decidido.  (Palmas.) Deputado Kim, como vota...? (Intervenção fora do microfone.) Deputada, foi decidida a questão de ordem. Deputado Arthur, como vota o Bloco PP/PSD/MDB/DEM/PTB? (Intervenção fora do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Só um minuto, Deputada."
09/04/2019,ARTHUR OLIVEIRA MAIA,DEM,BA,"Sr. Presidente, o bloco encaminha não à retirada de pauta."
09/04/2019,DANIEL SILVEIRA,PSL,RJ,"Deputada, V.Exa. disse que é estudiosa. Figura pública em local público não tem exposição de imagem. (Tumulto no plenário.) (O Sr. Presidente faz soar as campainhas.)"
09/04/2019,MARIA DO ROSÁRIO,PT,RS,Eu exijo saber... (Tumulto no plenário.)
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"O Conselho de Ética estará à disposição, quando for montado. (Intervenções fora do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputadas, nós estamos no século XXI. Não se ganha mais nada no grito. Não se ganha mais nada no grito. A votação do requerimento passado deixou clara a posição desta Comissão. Não adianta gritar. Respeitem. O Deputado Arthur Oliveira Maia está com a palavra. Deputado Arthur, a palavra está com V.Exa. Reunião de: 09/04/2019"
09/04/2019,ARTHUR OLIVEIRA MAIA,DEM,BA,"Sr. Presidente, o nosso voto é não à retirada de pauta. A CCJ tem que tratar deste tema. É preciso que deliberemos... (Desligamento automático do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Voto não. Como vota o PT?
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Sr. Presidente, este constrangimento, como integrante desta..."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Como vota o PT? É pelo tempo do PT, Deputada?"
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Sr. Presidente, eu estou falando pelo PT. V.Exa. pode recompor o meu tempo?"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Posso recompor. V.Exa. tem 1 minuto.
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Sr. Presidente, um Presidente precisa comportar-se com a altivez do Regimento. Eu lamento que V.Exa. tenha ao seu lado quem nada entende, mas que, pior do que de nada entender, não tem a humildade de dedicar-se a conviver bem com seus colegas. Onde já se viu uma Parlamentar pegar um telefone para gravar os seus colegas, quando o Regimento não permite?  (Manifestação no plenário: Ah!) Então, responda! Porque Eduardo Cunha, quando... (Intervenções fora do microfone.)"
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Sr. Presidente, recomponha meu tempo."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"A palavra está assegurada à Deputada Maria do Rosário. Por favor, Deputados."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Quando Eduardo Cunha respondeu aqui, mentindo, foi sujeito à penalidade da mentira que criou, tendo sido cassado o seu mandato pela mentira. Agora eu pergunto à Deputada: gravou ou não gravou? Pergunto ao Deputado: gravou ou não gravou? Ou V.Exas. aceitam estar em páginas de  fake news ? Este é o nosso ambiente de trabalho. Deem valor ao nosso ambiente de trabalho! (Desligamento automático do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputada, como vota o PT?  (Pausa.) Vota não. Como vota o PSL, Deputado Bibo Nunes?"
09/04/2019,BIBO NUNES,PSL,RS,"Antes, eu só quero colaborar com a Deputada Maria do Rosário."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Não, Deputado. Como vota o PSL?"
09/04/2019,BIBO NUNES,PSL,RS,"Ela estava muito preocupada. Eu quero dizer que, a partir de agora,..."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,Eu fui citada. Tenho direito a 1 minuto.
09/04/2019,BIBO NUNES,PSL,RS,"Deixe-me falar, Deputada, por gentileza. Eu quero dizer o seguinte: a Deputada Maria do Rosário está muito preocupada..."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"De novo, Presidente? Livre-me disso!"
09/04/2019,BIBO NUNES,PSL,RS,"A partir de agora, Deputada,..."
09/04/2019,MARIA DO ROSÁRIO,PT,RS,Livre-me disso!
09/04/2019,BIBO NUNES,PSL,RS,"Deixe-me falar, Deputada. A partir de agora, bandido vai andar desarmado Š para o seu pavor Š, e polícia vai andar armada, e cidadão de bem também vai andar armado. Vem um novo Brasil aí. Reunião de: 09/04/2019"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Como vota o PSL?
09/04/2019,BIBO NUNES,PSL,RS,O PSL vota sim.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Vota sim.
09/04/2019,MARIA DO ROSÁRIO,PT,RS,"Sr. Presidente, eu fui citada."
09/04/2019,BIBO NUNES,PSL,RS,O voto é não.
09/04/2019,MARIA DO ROSÁRIO,PT,RS,Eu fui citada.
09/04/2019,BIBO NUNES,PSL,RS,O voto é não. Foi a emoção.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Voto não. O PSL vota não.
09/04/2019,BIBO NUNES,PSL,RS,Um não total.  (Risos.)
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Como vota o Bloco PDT/Avante/PV?  (Pausa.)
09/04/2019,MARIA DO ROSÁRIO,PT,RS,Que bom: são risadas de quem tira os direitos do povo. Eu fui citada.
09/04/2019,JOÃO ROMA,PRB,BA,"Pelo PRB, Sr. Presidente."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Deputado Afonso Motta, V.Exa. tem 1 minuto.  (Pausa.) Deputados, vou conceder a palavra por 1 minuto à Deputada Maria do Rosário, que foi citada nominalmente. (Intervenção fora do microfone.)"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Então, tem a palavra o Deputado Afonso Motta. (Intervenção fora do microfone.)"
09/04/2019,AFONSO MOTTA,PDT,RS,Vou aguardar a complementação do meu tempo de Liderança.  (Pausa.)
09/04/2019,SAMUEL MOREIRA,PSDB,SP,"Sr. Presidente, quero só um esclarecimento."
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,"Um minuto, Deputado."
09/04/2019,SAMUEL MOREIRA,PSDB,SP,"Sr. Presidente, estamos na fase de encaminhamento da votação ainda?"
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Encaminhamento.
09/04/2019,SAMUEL MOREIRA,PSDB,SP,Pois não.
09/04/2019,FELIPE FRANCISCHINI,PSL,PR,Com a palavra o Deputado Afonso Motta.
